Temp,Humidity,Visibility,Wind,Precip,Time,Avspeed
12,2,9,4,2,96,46
7,36,1,6,5,10,19
6,32,9,8,5,49,13
7,29,5,4,1,29,54
3,35,3,4,4,-29,4
3,30,7,4,3,36,13
4,20,9,4,5,60,52
5,10,7,12,5,40,9
9,16,10,7,5,65,39
16,11,7,2,2,82,53
13,34,5,3,5,36,55
18,6,2,2,4,1,2
2,37,3,6,4,58,81
13,13,2,4,5,72,69
15,4,5,3,2,42,52
5,17,6,12,5,-16,35
7,24,1,6,4,-30,76
6,51,9,4,2,55,13
9,13,9,6,1,86,6
8,1,7,3,2,66,6
7,9,11,12,5,-9,12
5,26,5,11,5,44,80
18,38,2,4,5,83,45
1,22,6,6,2,77,64
8,4,8,2,1,109,16
19,31,2,4,2,47,43
12,37,1,6,4,-2,58
9,44,4,5,5,7,26
6,1,1,10,5,70,50
14,42,6,4,5,69,40
16,82,7,5,1,40,28
9,37,4,7,4,1,11
19,52,9,5,1,68,8
13,15,2,7,5,-15,1
5,35,4,6,4,84,32
17,15,9,5,5,43,24
15,40,9,5,5,37,46
7,50,12,11,5,59,38
12,43,2,4,5,7,13
4,60,7,7,5,9,77
13,71,1,6,2,85,27
10,24,11,11,5,-20,52
13,18,6,6,1,3,23
4,22,8,1,3,63,72
11,10,3,3,5,18,69
9,79,6,1,2,24,13
3,42,4,6,4,15,12
18,43,2,3,5,85,22
13,20,7,3,5,14,4
20,2,8,4,5,64,39
13,30,8,6,3,-2,63
13,24,9,5,1,8,40
3,12,3,2,5,1,44
19,31,9,3,5,27,64
15,63,3,1,2,22,37
6,47,3,3,3,59,79
12,51,2,2,2,37,32
6,3,4,1,3,106,51
9,20,9,1,3,93,19
3,50,9,4,1,7,62
12,12,6,1,1,16,64
8,17,6,2,2,107,3
7,20,10,10,5,68,32
7,65,9,2,2,76,6
7,32,3,6,3,37,51
6,49,2,3,5,33,31
18,38,2,2,5,-10,19
9,3,3,10,5,23,9
15,32,1,4,3,0,60
12,36,3,8,5,73,29
4,50,10,11,5,62,76
15,4,1,6,5,80,15
2,50,2,5,5,79,40
6,9,2,7,4,11,69
1,15,2,5,5,24,20
10,16,2,7,5,-27,34
14,11,1,8,5,0,58
8,19,9,10,5,-1,28
1,36,2,4,5,58,31
6,30,11,10,5,-2,49
19,41,7,6,2,42,69
8,29,5,4,5,18,57
3,48,2,2,4,-24,5
8,30,1,3,2,71,36
16,30,1,11,5,48,10
4,11,1,3,4,67,40
6,44,1,2,4,25,75
20,39,3,6,5,37,38
11,15,3,4,1,50,34
1,56,2,7,4,-3,37
20,42,4,3,5,-16,44
17,16,1,2,5,14,13
8,2,3,2,4,4,26
13,34,5,3,3,54,69
5,40,6,3,2,8,75
14,25,5,11,5,69,8
18,5,3,3,5,47,2
19,55,10,4,5,10,12
8,14,8,7,5,89,43
14,55,4,7,5,11,60
3,81,1,4,1,90,13
18,54,8,2,1,112,70
11,29,3,12,5,74,33
14,49,12,9,5,21,74
17,37,6,2,2,79,68
10,21,6,11,5,55,67
17,30,6,10,5,60,28
20,57,2,1,1,76,68
10,47,12,12,5,5,39
16,32,7,3,1,-1,8
7,32,8,12,5,27,35
6,13,1,3,2,18,52
19,14,11,7,5,77,26
15,19,1,3,3,4,21
2,16,6,2,2,20,3
20,73,8,2,2,40,54
2,50,3,7,5,82,36
20,56,5,3,5,23,1
17,35,9,1,1,81,1
12,81,9,3,2,33,72
9,17,10,5,5,-10,81
3,11,4,4,5,29,76
3,44,3,3,4,65,6
14,32,1,12,5,63,41
16,37,3,5,5,78,66
13,22,8,3,2,105,18
2,49,2,2,5,85,78
16,23,1,5,5,-24,11
11,23,1,2,4,-11,60
7,31,2,5,5,-2,53
9,23,5,3,2,115,76
5,22,5,12,5,36,64
10,15,4,6,4,6,38
19,52,3,6,2,3,27
7,32,2,7,4,-18,21
17,11,9,6,2,68,18
15,54,1,6,1,45,59
17,27,10,11,5,48,18
5,50,1,3,4,74,81
13,64,7,2,3,52,63
2,35,9,2,3,58,18
5,30,2,5,4,-28,26
7,36,9,5,1,2,1
17,60,3,11,5,70,6
3,7,3,3,1,70,63
12,24,3,6,5,0,44
2,48,4,3,2,39,70
19,53,5,5,5,67,45
15,25,4,4,4,35,66
20,5,5,5,5,58,42
13,32,7,6,3,40,71
16,63,2,3,3,98,0
1,39,2,6,5,-17,53
14,17,2,7,5,-20,13
2,42,7,2,2,78,7
4,28,2,4,4,86,6
5,35,1,4,5,37,26
17,28,1,6,4,7,48
17,25,8,2,2,110,42
14,44,1,6,5,14,79
17,61,10,7,5,4,61
12,3,8,4,1,73,26
3,69,4,2,3,113,41
17,15,2,3,3,63,9
14,8,3,3,5,59,17
10,54,1,2,5,23,7
18,36,2,1,2,103,13
19,43,12,12,5,14,15
5,36,2,4,5,8,38
13,57,12,6,5,17,50
18,7,5,5,5,57,27
10,45,7,8,5,55,81
15,21,1,5,4,81,51
4,54,7,2,3,97,45
14,10,4,7,5,33,11
15,50,6,11,5,33,13
2,21,1,4,4,-23,22
3,9,2,2,2,79,29
8,5,1,6,5,70,20
15,26,3,5,3,57,32
14,16,3,7,5,27,51
19,44,5,6,1,43,59
11,40,2,4,4,57,78
17,57,3,4,5,1,49
20,19,8,8,5,-4,2
15,52,11,3,5,34,23
8,39,3,2,4,26,57
4,48,4,4,5,56,37
12,57,4,3,5,66,17
18,57,10,5,5,49,41
8,39,2,6,5,-13,50
18,60,6,7,5,1,18
4,49,3,7,5,20,64
16,69,7,4,2,115,69
20,38,3,6,3,26,53
20,75,2,5,1,83,44
12,79,3,3,3,19,2
4,23,6,1,1,68,8
5,47,4,3,5,9,28
7,58,4,11,5,41,42
16,26,8,6,3,10,37
7,21,2,3,5,17,31
5,69,9,3,1,16,43
17,15,5,3,3,115,15
13,16,1,11,5,-19,70
5,28,12,12,5,0,62
5,25,2,7,5,19,33
10,28,10,5,5,57,32
15,25,4,3,2,60,55
14,30,10,11,5,85,57
19,45,8,8,5,21,62
5,38,7,4,2,93,70
16,56,2,2,4,67,76
3,69,4,6,2,97,36
6,52,1,2,4,32,69
3,6,1,2,1,32,7
17,57,8,5,5,30,11
3,57,1,6,5,-9,61
12,50,4,7,4,26,73
9,79,7,2,2,87,48
9,55,7,4,5,64,77
4,39,4,3,4,18,23
8,36,12,11,5,9,29
5,6,3,6,5,84,74
4,48,8,11,5,99,14
10,77,5,4,3,11,41
12,48,4,6,4,73,49
19,62,3,4,2,80,64
19,49,1,3,5,-5,76
11,53,2,5,4,76,81
17,45,10,9,5,15,60
19,33,7,7,5,58,52
8,7,2,4,3,104,12
15,27,12,8,5,49,3
8,39,3,4,4,60,25
5,28,7,3,5,88,20
9,46,12,8,5,7,35
5,30,12,4,5,84,67
6,81,9,3,2,70,68
13,37,3,10,5,16,58
14,63,4,6,1,7,72
12,48,2,6,5,64,50
4,23,1,8,5,9,47
8,6,3,2,5,-11,34
15,58,12,5,5,56,38
7,18,8,4,3,44,19
5,32,3,6,4,52,37
2,30,3,4,5,19,29
5,30,2,2,5,48,79
17,74,2,4,3,38,71
8,15,3,2,4,10,29
2,55,4,7,5,18,5
8,39,7,9,5,94,22
12,21,3,7,5,26,22
8,59,9,6,3,60,75
13,49,7,3,2,58,42
14,67,8,5,3,17,59
11,11,2,2,1,18,26
1,21,3,6,5,-12,37
4,33,2,4,1,55,63
8,9,4,5,4,-27,52
6,13,4,7,4,23,31
16,13,6,9,5,47,8
17,57,8,5,5,15,1
14,58,11,11,5,22,74
11,44,1,3,4,-22,40
10,53,1,6,5,-20,8
7,56,1,3,5,16,13
18,11,6,6,5,96,34
20,23,3,8,5,92,1
20,17,2,6,5,-11,37
16,74,5,6,2,50,61
9,37,7,10,5,84,75
9,5,7,3,5,32,36
16,37,11,9,5,33,72
8,39,7,3,5,55,69
13,61,12,7,5,0,24
4,2,2,4,5,8,36
10,7,4,5,4,-9,34
3,8,2,7,4,57,80
9,36,9,7,5,13,12
18,26,6,9,5,81,37
7,11,1,3,4,49,80
11,9,2,5,5,48,41
16,51,3,3,4,51,8
1,20,5,6,3,105,16
20,17,3,4,5,46,52
10,22,7,3,3,41,27
4,34,3,5,5,9,59
10,23,9,3,3,102,10
9,48,4,2,3,57,71
6,37,5,4,5,18,1
18,42,1,3,2,85,52
14,45,3,5,4,1,61
10,12,9,3,1,88,34
12,58,1,11,5,14,58
14,57,3,5,5,-15,46
4,53,9,10,5,40,58
12,13,1,3,4,57,21
19,17,2,8,5,-12,2
10,25,3,6,4,-29,52
16,18,3,5,5,-6,58
8,40,4,10,5,33,33
19,63,3,6,2,85,7
15,2,2,4,5,-3,8
3,17,7,6,2,29,7
19,50,9,5,2,110,70
7,34,2,4,5,44,61
1,19,3,4,5,54,51
8,76,6,5,1,99,23
13,46,3,6,4,7,12
12,46,8,11,5,51,81
18,45,9,4,1,33,73
17,56,1,10,5,53,56
3,33,3,6,1,67,6
18,81,4,5,1,115,67
14,6,5,4,5,41,33
12,30,2,7,5,40,24
13,81,9,6,3,12,46
4,59,4,4,5,-19,37
11,58,6,6,3,116,12
8,46,2,5,5,2,14
14,50,1,5,4,60,53
16,60,2,10,5,-15,9
3,21,4,5,5,-21,26
4,67,5,6,3,51,65
4,21,8,7,5,72,16
4,20,8,6,1,66,4
2,73,1,6,3,48,10
9,54,4,7,4,76,72
17,32,1,1,3,96,8
12,55,3,2,5,60,78
12,11,3,2,3,70,52
5,39,1,2,4,77,48
5,67,4,5,3,106,16
12,56,4,5,1,52,68
5,13,4,3,5,38,69
9,49,3,8,5,3,2
13,26,3,2,4,3,35
16,29,2,6,4,-28,15
7,11,8,4,5,70,8
4,81,5,3,1,6,72
16,33,4,6,5,43,35
6,15,12,6,5,44,43
4,23,5,5,5,-5,62
13,74,2,2,3,114,73
9,58,6,1,3,62,12
11,44,12,11,5,76,42
9,16,3,5,4,-17,46
11,19,4,2,4,43,17
4,33,3,4,5,-15,37
14,54,7,10,5,30,20
2,2,9,2,2,86,11
11,34,6,3,1,87,28
1,49,2,5,5,61,52
11,51,6,5,3,17,8
14,73,6,1,3,91,74
12,82,7,3,2,36,38
20,31,5,2,3,20,1
1,66,2,3,1,116,59
14,39,5,8,5,70,76
9,29,7,12,5,90,57
16,38,2,3,1,40,46
17,35,4,3,3,28,50
10,34,1,3,5,1,46
7,22,3,4,5,66,33
8,41,1,3,5,7,34
1,23,8,4,3,93,29
5,43,6,4,1,10,47
12,37,3,5,4,28,77
6,68,2,4,2,49,36
18,1,3,5,4,39,78
2,41,3,7,4,23,25
12,59,8,4,2,70,72
14,46,7,6,3,3,14
20,73,4,2,1,42,20
10,50,8,1,3,69,62
11,55,3,3,3,62,61
15,23,2,12,5,9,3
15,38,8,10,5,49,37
14,52,8,6,5,18,57
17,34,2,5,1,12,44
15,42,3,7,5,23,6
1,14,2,1,1,64,25
2,19,9,6,2,61,72
20,48,3,4,2,16,49
16,14,3,1,1,100,14
14,30,4,3,5,67,70
6,16,4,2,4,32,15
3,50,3,3,4,79,33
15,14,1,6,5,96,25
12,51,2,4,2,112,80
17,51,5,8,5,-10,74
13,6,1,5,4,63,46
10,11,3,2,2,50,3
7,47,2,3,5,28,53
13,50,4,11,5,6,66
6,28,3,7,5,21,45
8,18,9,4,3,92,11
5,47,3,4,5,-6,76
16,28,4,6,3,87,15
15,1,1,9,5,2,53
17,7,2,7,4,30,12
8,11,4,5,5,90,79
5,38,1,4,5,11,81
9,18,2,6,5,88,80
7,10,4,7,5,-23,18
19,26,8,5,5,-2,20
6,48,3,7,4,-7,51
7,28,5,5,1,20,61
3,2,3,4,2,65,23
10,53,1,4,5,12,15
10,55,7,4,5,83,15
18,35,12,6,5,17,10
4,79,6,6,3,54,36
19,13,12,3,5,-17,70
9,28,8,9,5,33,4
9,27,4,7,5,27,48
19,20,2,4,5,20,73
14,35,2,5,4,65,7
1,42,1,4,4,16,80
17,56,4,3,5,19,35
4,23,2,5,5,-5,52
1,83,4,1,1,93,35
11,24,6,1,3,95,13
14,44,1,3,5,36,59
13,46,1,5,5,16,47
14,25,1,4,4,22,39
3,3,4,2,5,-7,10
17,71,4,4,3,43,67
12,9,1,6,4,42,30
4,29,1,5,5,13,4
8,11,2,3,5,81,51
17,33,3,2,3,6,52
9,33,6,2,2,114,39
12,5,10,12,5,18,48
19,30,5,10,5,51,79
15,55,4,5,4,-25,35
11,33,9,4,5,83,39
16,23,3,3,3,75,72
11,61,4,12,5,89,46
20,42,11,11,5,-17,6
14,51,2,2,4,-10,30
1,58,9,3,3,33,27
15,59,9,2,1,95,51
11,57,3,6,5,66,28
15,1,4,3,4,39,8
5,36,4,6,4,71,52
3,57,4,4,5,88,6
10,37,4,7,5,92,62
11,62,1,1,3,83,10
11,2,4,2,1,114,71
11,6,4,3,2,70,0
10,50,2,4,3,113,24
15,33,6,4,2,68,41
20,32,9,11,5,15,3
16,52,4,3,4,75,43
8,40,1,7,5,96,58
7,9,1,5,5,56,3
4,38,2,3,3,21,44
18,8,2,3,5,-9,31
7,10,10,7,5,78,52
17,29,4,11,5,8,16
11,33,10,9,5,62,18
11,36,4,5,5,52,8
13,47,1,3,4,82,37
17,8,12,5,5,9,23
5,55,3,4,1,66,69
3,15,3,7,5,80,14
6,73,7,3,2,85,60
12,51,2,11,5,11,22
6,61,2,6,2,4,72
14,43,4,4,4,48,75
4,25,3,4,4,-26,33
7,78,4,5,2,68,10
14,24,2,1,1,72,6
9,35,8,1,1,89,2
7,15,5,11,5,94,76
14,15,8,3,5,-15,23
14,38,4,2,5,-18,53
6,57,4,6,5,84,11
19,2,2,2,1,111,57
16,55,10,4,5,15,64
16,6,11,11,5,3,11
6,7,1,3,3,7,80
17,29,4,2,4,-10,15
13,36,6,3,5,68,52
7,15,1,4,1,50,6
10,31,2,6,4,21,47
13,11,1,4,4,33,46
13,3,1,6,4,-21,73
15,55,9,12,5,93,77
13,47,4,2,5,31,21
19,23,9,5,5,30,46
12,15,10,4,5,61,40
15,31,1,5,5,13,41
12,18,1,1,3,11,9
17,70,9,1,3,69,2
16,4,9,5,2,85,26
3,31,3,2,5,-6,69
1,48,4,2,5,33,13
6,35,2,4,4,6,70
6,10,5,11,5,93,5
4,12,2,5,4,21,45
9,56,6,3,5,-5,39
19,8,8,7,5,2,11
5,35,3,7,5,-21,53
3,51,3,4,1,114,10
3,27,3,3,5,83,40
9,30,4,5,4,66,49
13,30,11,11,5,29,63
4,26,3,5,4,88,5
5,44,2,2,5,89,2
3,46,3,3,5,59,53
5,22,6,11,5,95,80
8,2,1,7,4,-10,53
6,37,7,7,5,-14,35
12,53,3,9,5,90,56
16,24,4,4,5,92,53
18,23,2,3,5,65,63
12,26,3,5,5,46,37
11,28,2,5,5,12,5
15,28,1,7,4,-17,41
8,47,6,5,3,96,31
20,78,6,2,3,50,23
7,24,4,4,4,3,40
8,49,5,8,5,47,18
8,52,1,5,4,-23,72
14,40,6,6,2,10,50
18,28,4,10,5,3,56
17,15,4,3,5,48,39
1,36,5,1,3,108,25
13,16,12,4,5,93,48
18,4,1,6,5,26,55
15,26,4,4,4,-6,52
11,20,1,4,5,42,66
9,9,2,12,5,32,12
3,16,6,4,1,44,59
16,20,2,6,5,51,40
13,54,1,4,1,82,27
13,35,4,2,2,79,79
14,40,3,6,5,18,65
11,50,5,4,5,44,24
5,16,4,6,5,82,53
11,34,12,4,5,32,30
14,14,1,2,5,-17,33
18,67,6,5,2,21,16
7,26,2,12,5,-1,67
13,8,2,5,5,61,14
13,60,10,12,5,85,47
17,23,6,10,5,89,52
18,21,4,7,5,-13,80
11,54,2,4,5,53,56
20,9,11,8,5,70,39
9,16,9,3,1,117,44
3,83,6,4,3,6,43
7,77,6,1,1,51,77
5,56,5,5,1,89,18
11,41,1,6,4,72,40
1,1,6,6,3,96,16
20,14,7,1,1,96,48
8,54,2,5,5,74,1
5,18,1,6,4,14,63
12,17,4,6,5,12,7
1,12,3,3,4,50,45
1,69,6,5,1,93,60
3,41,4,4,3,113,70
12,46,2,4,4,83,18
4,63,3,3,1,34,28
18,10,11,9,5,64,39
3,55,3,3,4,29,9
3,31,3,5,4,81,43
18,61,5,8,5,-11,44
19,30,7,4,5,-15,7
10,21,1,6,4,84,26
6,1,11,12,5,43,29
13,18,5,2,1,85,2
9,1,8,9,5,92,33
8,80,4,4,1,46,5
16,5,3,3,4,28,65
15,1,8,10,5,1,12
1,55,1,4,5,-19,10
16,46,11,7,5,-20,36
2,62,7,1,1,88,42
8,49,2,6,4,-3,44
3,36,7,4,3,108,10
10,38,2,7,4,54,62
8,42,2,11,5,32,3
13,17,2,5,1,40,35
2,4,1,4,4,-14,49
4,47,7,7,5,19,41
12,18,3,2,1,46,37
20,26,11,11,5,-18,17
15,53,1,7,4,67,16
16,7,3,6,5,64,18
9,55,1,6,5,29,39
7,30,8,6,2,3,39
10,31,1,7,5,11,0
20,45,8,1,1,34,20
14,14,2,5,4,33,46
15,2,1,4,3,109,1
15,65,1,5,2,5,36
9,16,1,3,1,33,71
11,27,5,4,5,49,67
17,6,2,4,4,88,62
13,44,1,2,2,52,32
17,42,2,5,5,32,76
11,50,9,2,3,89,75
11,73,8,6,1,111,64
16,31,2,9,5,94,73
11,12,5,8,5,25,68
10,60,3,6,3,8,62
17,44,3,4,4,16,53
12,24,2,3,5,-30,40
15,69,2,5,1,105,71
6,13,5,4,5,-1,63
20,47,6,4,5,50,16
19,68,3,4,3,68,4
9,51,10,8,5,-7,72
7,32,9,1,2,25,67
20,42,7,2,1,94,23
16,74,1,1,3,95,79
14,52,4,8,5,-2,10
3,15,3,5,4,64,7
9,39,1,1,3,18,26
10,41,9,12,5,82,48
18,56,4,12,5,0,71
6,4,5,6,5,52,57
6,51,6,4,5,64,62
17,10,10,3,5,15,18
5,28,7,6,1,50,32
12,44,3,5,5,85,6
13,33,11,5,5,3,18
12,48,4,12,5,69,35
16,2,5,8,5,63,38
16,24,3,11,5,93,63
11,21,1,5,5,53,40
13,15,6,8,5,88,5
17,41,2,7,5,7,34
20,33,2,9,5,6,24
4,14,3,6,1,85,20
19,8,4,4,5,51,36
8,22,4,5,5,50,5
16,4,1,3,5,-2,2
8,57,3,11,5,94,37
12,51,1,7,5,-17,18
10,6,1,6,5,-21,49
15,17,6,10,5,32,71
12,13,5,3,5,26,5
7,4,4,6,5,-29,2
2,41,1,5,5,51,43
5,17,4,4,5,62,24
11,43,1,6,5,60,55
6,19,10,6,5,-7,31
10,36,10,12,5,70,81
2,67,5,3,3,12,22
2,55,1,6,4,25,24
18,10,2,4,2,40,42
3,30,1,1,1,96,23
17,37,3,7,5,6,29
14,34,4,2,5,16,14
4,54,5,4,5,99,9
12,31,5,2,1,1,22
6,37,4,5,4,20,77
7,28,4,4,5,62,13
5,52,3,2,4,87,20
8,27,1,10,5,67,0
7,74,3,4,1,64,24
17,9,4,2,4,-30,26
17,4,12,10,5,5,13
15,14,3,1,3,109,24
4,48,5,12,5,-1,38
14,28,5,4,1,114,2
6,51,4,9,5,5,5
10,76,4,5,1,19,33
13,44,4,4,4,82,1
6,36,10,10,5,77,40
2,47,2,5,5,-20,25
6,45,11,10,5,26,18
1,32,7,2,1,10,43
9,31,8,1,2,6,8
2,44,3,5,5,65,31
1,25,4,3,5,64,78
17,40,2,4,4,1,55
10,40,1,4,4,78,62
17,51,3,5,5,60,28
3,29,2,3,5,15,34
14,34,12,3,5,-5,12
6,79,8,3,1,78,55
9,56,1,12,5,38,53
14,40,6,2,1,30,25
11,36,4,7,5,46,66
3,23,2,2,5,73,6
13,3,4,6,5,63,16
11,24,4,7,4,64,17
16,29,2,5,5,-26,30
11,57,8,3,5,71,22
18,38,9,5,1,71,64
19,36,6,4,1,59,34
8,52,1,6,5,47,26
2,72,7,3,1,25,65
2,12,4,6,5,78,22
5,39,1,1,2,55,1
7,52,2,6,5,18,61
4,6,5,1,2,111,81
13,44,4,3,4,-3,65
17,66,3,1,2,36,67
5,16,2,3,4,-13,34
9,9,4,3,5,30,13
3,47,2,3,4,-17,0
12,45,9,5,3,112,28
1,58,2,3,1,107,43
8,18,4,7,5,5,38
17,40,1,3,5,51,52
18,11,3,9,5,-1,74
6,77,7,1,3,61,55
16,59,1,4,1,33,22
8,4,9,10,5,95,49
1,23,4,2,2,91,11
11,10,12,6,5,77,72
2,10,9,3,1,104,58
9,2,4,4,4,61,28
13,33,1,4,5,71,49
5,4,4,3,5,-25,33
13,19,3,3,4,8,1
4,50,8,5,5,62,21
17,40,11,7,5,21,0
10,52,2,2,4,59,78
10,9,2,4,5,56,43
9,44,4,5,4,-11,76
5,54,6,4,5,19,57
6,30,2,5,3,87,41
4,19,3,11,5,87,31
19,51,4,5,2,91,74
13,63,9,1,1,65,15
17,18,4,2,5,-24,68
4,57,4,7,5,82,1
13,32,1,2,5,33,7
12,51,8,4,3,3,19
7,6,1,7,4,61,36
16,24,2,4,4,71,9
5,75,7,2,2,78,35
5,29,3,8,5,96,55
10,63,3,1,1,-2,41
1,1,7,2,2,91,76
11,44,6,6,3,58,34
11,11,3,5,4,86,61
12,41,11,10,5,95,49
16,28,11,4,5,73,42
8,36,1,8,5,41,10
16,41,10,5,5,53,31
4,30,1,5,3,24,40
11,43,4,7,5,-12,25
16,22,12,10,5,64,75
9,54,7,3,5,52,19
19,64,5,4,2,49,54
7,42,9,7,5,67,9
12,59,2,8,5,58,42
13,19,3,2,2,91,14
20,12,9,6,5,22,39
6,54,3,11,5,-20,21
6,9,9,6,3,42,44
18,2,4,3,5,-6,32
18,1,3,7,4,72,20
10,55,4,3,5,-30,26
5,36,9,4,5,57,47
4,12,3,3,5,27,45
10,38,3,2,5,54,34
9,49,9,12,5,96,17
13,48,8,5,1,89,36
15,40,6,2,2,90,57
19,40,7,4,5,88,20
1,51,4,5,5,26,34
14,15,11,12,5,51,23
3,36,9,1,2,62,36
2,75,3,5,3,43,61
16,7,6,1,1,99,29
4,13,2,4,5,69,36
8,39,10,8,5,-13,57
7,81,6,5,1,20,9
3,1,2,5,5,-22,5
15,71,9,5,1,18,47
10,48,6,11,5,25,38
12,16,7,1,1,29,56
6,79,7,4,2,115,40
15,7,4,7,4,-26,27
6,2,4,6,5,71,4
2,31,9,2,3,59,71
13,53,2,3,3,77,26
6,42,7,1,3,40,7
12,28,5,11,5,4,16
20,7,10,4,5,46,27
20,80,6,3,3,72,40
7,58,4,6,5,51,36
13,69,4,3,3,92,74
10,2,4,3,5,-1,32
12,15,11,10,5,34,17
6,9,6,10,5,0,71
14,55,1,8,5,77,66
10,34,7,5,1,113,48
16,31,3,5,5,-13,23
10,55,12,9,5,-4,46
6,3,12,6,5,-10,35
15,12,3,1,2,43,5
7,38,4,3,1,87,61
12,22,3,4,4,63,69
9,44,4,10,5,-11,53
8,6,12,11,5,74,65
6,1,2,3,5,79,81
12,21,10,12,5,92,32
20,18,2,2,1,105,21
6,45,5,11,5,38,79
20,35,12,7,5,-12,77
10,20,6,4,3,89,56
14,24,1,2,4,-30,1
10,42,8,11,5,76,47
4,13,2,4,5,-24,56
4,8,3,5,5,2,77
11,12,3,6,5,-29,81
7,28,3,7,4,10,55
8,72,9,3,3,47,23
8,80,7,4,2,28,48
4,6,2,4,4,68,70
18,13,10,3,5,86,67
18,7,2,6,4,78,53
16,3,1,7,4,38,34
12,14,5,1,2,76,60
13,24,3,7,4,-7,77
7,48,2,7,5,-14,42
12,15,1,3,4,25,43
6,29,3,5,5,-28,4
20,41,1,5,5,77,21
1,82,5,1,3,91,7
13,45,2,4,2,6,25
12,43,2,3,5,2,29
4,3,1,7,4,9,29
17,12,3,3,4,46,57
4,11,4,2,5,-3,13
11,22,8,2,1,72,62
13,18,1,2,4,87,72
10,56,2,6,5,10,9
11,9,8,6,5,63,11
14,46,3,3,5,16,57
14,17,11,12,5,19,27
5,16,9,11,5,-1,39
11,54,6,5,2,62,53
6,34,7,10,5,50,40
2,19,2,5,4,16,0
14,14,1,3,3,97,49
13,38,1,6,4,-10,59
11,19,10,7,5,-2,21
9,56,2,5,4,36,70
6,39,7,5,1,43,70
4,10,7,9,5,53,34
6,46,6,3,5,3,74
7,62,9,2,2,3,42
19,10,6,7,5,78,33
14,78,8,2,3,-2,13
17,6,9,5,5,87,15
16,21,5,6,2,97,44
2,28,4,6,4,-15,12
20,2,1,8,5,30,9
6,15,10,12,5,-5,30
5,1,10,11,5,-5,12
15,11,11,9,5,63,51
2,81,8,5,1,85,44
18,55,7,9,5,75,35
5,40,3,5,5,33,51
20,52,7,10,5,53,46
6,33,1,6,4,81,80
19,49,4,6,1,23,27
11,4,3,4,5,29,15
10,42,4,5,4,78,73
11,7,2,3,3,99,50
14,11,2,4,5,80,54
19,44,3,1,3,81,21
20,53,11,12,5,7,17
1,33,4,2,4,-9,31
9,35,9,1,3,88,75
18,28,2,6,5,62,72
1,26,2,2,5,74,19
8,6,4,5,5,-9,65
3,34,4,4,4,63,0
11,3,4,3,5,-10,25
18,45,3,4,3,36,75
18,31,3,10,5,23,55
14,29,12,6,5,72,18
20,18,9,7,5,1,26
1,42,2,5,1,64,45
13,9,1,7,4,55,49
15,10,5,3,5,14,15
20,80,1,5,3,68,54
2,36,2,1,1,1,1
20,37,3,5,5,98,40
1,20,1,4,5,26,60
3,3,4,3,4,-19,53
11,36,3,5,3,78,18
11,53,3,5,5,19,59
4,31,1,6,4,64,55
15,7,12,9,5,39,62
2,57,1,5,4,-2,75
10,52,1,4,4,65,28
20,12,9,7,5,24,19
18,57,4,5,5,81,47
15,8,4,3,2,85,21
11,14,10,3,5,82,27
14,36,1,5,3,67,67
16,22,1,7,4,25,47
1,55,9,2,2,6,56
16,39,4,6,4,36,15
14,36,9,12,5,75,20
7,45,3,6,4,30,18
8,53,1,5,5,27,13
19,10,1,3,1,35,79
5,26,2,5,1,68,72
18,40,6,11,5,32,69
9,41,2,8,5,83,75
14,15,2,5,5,61,20
1,19,2,7,5,34,36
20,38,12,6,5,64,71
4,68,5,6,2,112,4
14,31,3,6,5,57,13
14,50,11,9,5,8,74
20,79,4,1,2,45,71
5,9,1,4,5,66,61
3,30,9,2,2,90,39
10,57,3,4,4,86,61
1,7,1,2,1,5,67
11,70,9,4,3,11,23
12,51,1,2,5,8,78
9,83,9,4,1,26,46
18,10,6,9,5,83,12
7,43,11,10,5,-6,66
2,39,3,3,4,84,55
10,58,8,5,5,10,18
8,31,7,7,5,10,60
11,39,2,6,4,-30,18
1,54,2,2,3,106,25
11,26,3,2,4,14,40
9,18,4,4,1,40,26
13,50,1,3,2,1,39
16,2,1,4,5,33,55
2,49,6,1,3,51,32
2,66,1,6,2,64,77
15,40,10,5,5,88,1
18,52,1,4,3,83,52
14,9,4,6,3,9,25
1,40,8,3,1,104,39
6,21,7,3,5,96,59
14,55,1,2,1,48,50
2,2,3,3,5,23,3
11,8,7,5,2,72,46
8,5,5,6,1,16,54
20,26,3,9,5,79,11
17,16,3,2,4,-19,44
12,33,2,6,4,0,21
17,10,4,7,5,-12,65
15,1,2,3,5,61,47
12,45,3,7,5,89,73
11,74,1,5,3,49,30
6,51,9,11,5,74,51
15,18,3,5,4,77,70
11,44,1,5,5,99,65
7,69,5,5,2,44,28
12,24,10,12,5,73,7
19,62,2,4,2,93,10
12,8,11,8,5,3,77
17,35,3,6,4,84,13
20,59,11,9,5,48,60
9,59,6,12,5,61,38
8,28,1,4,5,26,41
11,33,5,3,2,110,33
1,2,3,2,4,38,36
11,9,3,6,3,47,58
5,28,7,1,3,36,42
3,12,2,3,4,14,39
9,56,8,10,5,15,54
4,40,9,3,5,14,66
5,7,2,7,4,-7,48
9,57,2,1,1,8,29
14,82,5,5,1,66,81
7,61,8,4,5,61,42
20,25,5,12,5,85,70
18,41,2,1,3,47,25
14,10,5,1,1,2,59
13,72,5,1,1,94,31
6,43,9,2,1,98,44
